root	notebook	mention_type	mention
git_sajid_additions	Ssym_ProteinMPNNTesting_V6_V2.ipynb	artifact	Ssym_pmppn_info_dict_V2.pickle
git_sajid_additions	Ssym_ProteinMPNNTesting_V6_V2.ipynb	artifact	Ssym_pmppn_info_dict_V3.pickle
git_sajid_additions	Ssym_ProteinMPNNTesting_V6_V2.ipynb	hardcoded_path	/content/drive/MyDrive/ACCRE_PyRun_Setup/Ssym_PDB_Files
git_sajid_additions	Ssym_ProteinMPNNTesting_V6_V2.ipynb	hardcoded_path	/content/drive/MyDrive/ACCRE_PyRun_Setup/Ssym_pssm_dir
git_sajid_additions	Ssym_ProteinMPNNTesting_V6_V2.ipynb	hardcoded_path	/content/drive/MyDrive/Colab_Installations_V2
git_sajid_additions	Ssym_ProteinMPNNTesting_V6_V2.ipynb	hardcoded_path	/content/drive/MyDrive/Protein_MPNN_Digging
git_sajid_additions	Ssym_ProteinMPNNTesting_V6_V2.ipynb	hardcoded_path	/content/drive/MyDrive/Protein_MPNN_Digging/ProteinMPNN/vanilla_proteinmpnn
git_sajid_additions	proteinmpnn_quickdemo.ipynb	artifact	tmp.pdb
git_sajid_additions	proteinmpnn_quickdemo.ipynb	artifact	wget -qnc https://files.rcsb.org/view/{pdb_code}.pdb
git_sajid_additions	proteinmpnn_quickdemo.ipynb	artifact	{model_name}.pt
git_sajid_additions	proteinmpnn_quickdemo.ipynb	artifact	{pdb_code}.pdb
drive_nested_proteinmpnn	colab_notebooks/ca_only_quickdemo.ipynb	artifact	tmp.pdb
drive_nested_proteinmpnn	colab_notebooks/ca_only_quickdemo.ipynb	artifact	wget -qnc https://files.rcsb.org/view/{pdb_code}.pdb
drive_nested_proteinmpnn	colab_notebooks/ca_only_quickdemo.ipynb	artifact	{model_name}.pt
drive_nested_proteinmpnn	colab_notebooks/ca_only_quickdemo.ipynb	artifact	{pdb_code}.pdb
drive_nested_proteinmpnn	colab_notebooks/quickdemo.ipynb	artifact	tmp.pdb
drive_nested_proteinmpnn	colab_notebooks/quickdemo.ipynb	artifact	wget -qnc https://files.rcsb.org/view/{pdb_code}.pdb
drive_nested_proteinmpnn	colab_notebooks/quickdemo.ipynb	artifact	{model_name}.pt
drive_nested_proteinmpnn	colab_notebooks/quickdemo.ipynb	artifact	{pdb_code}.pdb
drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	artifact	out_seq_{seq_num}_model_{model_num}.pdb
drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	artifact	out_seq_{s}_model_{n}.pdb
drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	artifact	tmp.pdb
drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	artifact	wget -qnc https://files.rcsb.org/view/{pdb_code}.pdb
drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	artifact	{model_name}.pt
drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	artifact	{pdb_code}.pdb
