relative_path	status	in_source_repo	in_drive_nested_repo	source_size	drive_size	source_sha256	drive_sha256
vanilla_proteinmpnn/PDB_complexes/pdbs/3HTN.pdb	same_hash	True	True	424440	424440	1c206fecb1646ead026d44f06715890cb9c844dc088164afc723c4f3314af3e9	1c206fecb1646ead026d44f06715890cb9c844dc088164afc723c4f3314af3e9
vanilla_proteinmpnn/PDB_complexes/pdbs/4YOW.pdb	same_hash	True	True	965844	965844	af10a75ea2a2c223ddfc605d29cba18dd588dd93e6a2a66c7e27e20d0ec2807e	af10a75ea2a2c223ddfc605d29cba18dd588dd93e6a2a66c7e27e20d0ec2807e
vanilla_proteinmpnn/PDB_homooligomers/example_6_outputs/parsed_pdbs.jsonl	same_hash	True	True	137962	137962	c58d5caaedc2820fab9830f20ac08031c02a13ff4accc3ac78f3823e4b68607b	c58d5caaedc2820fab9830f20ac08031c02a13ff4accc3ac78f3823e4b68607b
vanilla_proteinmpnn/PDB_homooligomers/example_6_outputs/seqs/4GYT.fa	same_hash	True	True	1258	1258	3c22451bff6dfbf363e5c90339ff4615b7a11087e2aa65a90de0b3b9d5423161	3c22451bff6dfbf363e5c90339ff4615b7a11087e2aa65a90de0b3b9d5423161
vanilla_proteinmpnn/PDB_homooligomers/example_6_outputs/seqs/6EHB.fa	same_hash	True	True	3084	3084	07c3182d278428810ba7778fe553a9d72e824e0802ae497b4ceaa222ecde278e	07c3182d278428810ba7778fe553a9d72e824e0802ae497b4ceaa222ecde278e
vanilla_proteinmpnn/PDB_homooligomers/example_6_outputs/tied_pdbs.jsonl	same_hash	True	True	16243	16243	296fbd7bcc5c1b54f1722b110acf53e41b15ffc77623b1b204f0eb8342a0bd74	296fbd7bcc5c1b54f1722b110acf53e41b15ffc77623b1b204f0eb8342a0bd74
vanilla_proteinmpnn/PDB_homooligomers/pdbs/4GYT.pdb	same_hash	True	True	524637	524637	4a5e02d9235d13af82854d7f0e4ca72e00c58351a30645575a104064dc1ff1a2	4a5e02d9235d13af82854d7f0e4ca72e00c58351a30645575a104064dc1ff1a2
vanilla_proteinmpnn/PDB_homooligomers/pdbs/6EHB.pdb	same_hash	True	True	742527	742527	b429806793f2cae863eb608f2c1de2f85289f6bc6d3c50bfc103b2042e4a8df1	b429806793f2cae863eb608f2c1de2f85289f6bc6d3c50bfc103b2042e4a8df1
vanilla_proteinmpnn/PDB_monomers/example_1_outputs/parsed_pdbs.jsonl	same_hash	True	True	18494	18494	395a356965dcfe3c8a4aeae76ef3febff05bb264c7e9ed3cda0f416f2a1056df	395a356965dcfe3c8a4aeae76ef3febff05bb264c7e9ed3cda0f416f2a1056df
vanilla_proteinmpnn/PDB_monomers/example_1_outputs/seqs/5L33.fa	same_hash	True	True	506	506	8f8e5dceb98b86019c02b1befe44cb213dd50fa826909f4996115b8fde910494	8f8e5dceb98b86019c02b1befe44cb213dd50fa826909f4996115b8fde910494
vanilla_proteinmpnn/PDB_monomers/example_1_outputs/seqs/6MRR.fa	same_hash	True	True	392	392	71833248963613afe18078cd2df37d284a4c8577fdedc947137ec52e4aca6531	71833248963613afe18078cd2df37d284a4c8577fdedc947137ec52e4aca6531
vanilla_proteinmpnn/PDB_monomers/example_7_outputs/parsed_pdbs.jsonl	same_hash	True	True	18494	18494	d9a9f5952fa93fe27063075c3b7bbd1af32149c4e041fde5d94d861db527e926	d9a9f5952fa93fe27063075c3b7bbd1af32149c4e041fde5d94d861db527e926
vanilla_proteinmpnn/PDB_monomers/example_7_outputs/unconditional_probs_only/5L33.npz	same_hash	True	True	11592	11592	04948afb8249e511fff79b9503513aa7d8f32eff3d6030229b6fe57b6be2bfc8	04948afb8249e511fff79b9503513aa7d8f32eff3d6030229b6fe57b6be2bfc8
vanilla_proteinmpnn/PDB_monomers/example_7_outputs/unconditional_probs_only/6MRR.npz	same_hash	True	True	7792	7792	81698b170885794765ea331dd3965119b4acb6d1eb91b8d7de815c21775c2e39	81698b170885794765ea331dd3965119b4acb6d1eb91b8d7de815c21775c2e39
vanilla_proteinmpnn/PDB_monomers/example_8_outputs/bias_pdbs.jsonl	same_hash	True	True	122	122	9e03a9897dd3e464eb334cc72423d90d9834264ff99c1627f10cc906d1d4a750	9e03a9897dd3e464eb334cc72423d90d9834264ff99c1627f10cc906d1d4a750
vanilla_proteinmpnn/PDB_monomers/example_8_outputs/parsed_pdbs.jsonl	same_hash	True	True	18494	18494	d9a9f5952fa93fe27063075c3b7bbd1af32149c4e041fde5d94d861db527e926	d9a9f5952fa93fe27063075c3b7bbd1af32149c4e041fde5d94d861db527e926
vanilla_proteinmpnn/PDB_monomers/example_8_outputs/seqs/5L33.fa	same_hash	True	True	506	506	81c68f3a7be8dabc4a67574a02ab31f775c1ee2ca645d6e7818c66036409151d	81c68f3a7be8dabc4a67574a02ab31f775c1ee2ca645d6e7818c66036409151d
vanilla_proteinmpnn/PDB_monomers/example_8_outputs/seqs/6MRR.fa	same_hash	True	True	392	392	ccb0aaef701e3eae0cf41e71627b11f012fa927004ef09ca475b68b37dab1d61	ccb0aaef701e3eae0cf41e71627b11f012fa927004ef09ca475b68b37dab1d61
vanilla_proteinmpnn/PDB_monomers/pdbs/5L33.pdb	same_hash	True	True	181116	181116	21eb06c843410732e0b60528b1a99934435ac66822b2a1a3f1d402f363b9e218	21eb06c843410732e0b60528b1a99934435ac66822b2a1a3f1d402f363b9e218
vanilla_proteinmpnn/PDB_monomers/pdbs/6MRR.pdb	same_hash	True	True	173502	173502	310906dfdf1c0e5ada9ea8dad600a992bd83a8d53233fd5b034a556702aff9a2	310906dfdf1c0e5ada9ea8dad600a992bd83a8d53233fd5b034a556702aff9a2
vanilla_proteinmpnn/examples/submit_example_1.sh	same_hash	True	True	668	668	75d5209d318365fdbc3a572ef8a1129d0c813b9f1be2e270463fec7cd422b0d1	75d5209d318365fdbc3a572ef8a1129d0c813b9f1be2e270463fec7cd422b0d1
vanilla_proteinmpnn/examples/submit_example_2.sh	same_hash	True	True	965	965	bcab55cd40c6db61b44a041870c51966230f862d35e06423e9a3257b26f89502	bcab55cd40c6db61b44a041870c51966230f862d35e06423e9a3257b26f89502
vanilla_proteinmpnn/examples/submit_example_3.sh	same_hash	True	True	556	556	3083efb8b757f8612d556be736386546a7bf2cc223c544f21551b5e4a2a271f0	3083efb8b757f8612d556be736386546a7bf2cc223c544f21551b5e4a2a271f0
vanilla_proteinmpnn/examples/submit_example_4.sh	same_hash	True	True	1537	1537	85bbac99a5ec5878e1f32f8b7fbd5be96e164edce530fc686d7a81dadfaff8ad	85bbac99a5ec5878e1f32f8b7fbd5be96e164edce530fc686d7a81dadfaff8ad
vanilla_proteinmpnn/examples/submit_example_5.sh	same_hash	True	True	1805	1805	9a8d969233dba1519b41ce37ccaf8f5d3a50a75789af2e5c51cfa132e3aa3e0a	9a8d969233dba1519b41ce37ccaf8f5d3a50a75789af2e5c51cfa132e3aa3e0a
vanilla_proteinmpnn/examples/submit_example_6.sh	same_hash	True	True	989	989	f7947cef8ae71e513567d00125562ec32b2c1c5bba62e77d27f33cb33d686b38	f7947cef8ae71e513567d00125562ec32b2c1c5bba62e77d27f33cb33d686b38
vanilla_proteinmpnn/examples/submit_example_7.sh	same_hash	True	True	707	707	39e86e0e33dd31bd8e690f5c1a0fd9e35f431545905264a91946fdefe0e5d813	39e86e0e33dd31bd8e690f5c1a0fd9e35f431545905264a91946fdefe0e5d813
vanilla_proteinmpnn/examples/submit_example_8.sh	same_hash	True	True	1020	1020	51d4a733a6e121eecb6f73c7a25422c6e1b22e91eaf7b0a45de3be6cf8e108f6	51d4a733a6e121eecb6f73c7a25422c6e1b22e91eaf7b0a45de3be6cf8e108f6
vanilla_proteinmpnn/helper_scripts/assign_fixed_chains.py	same_hash	True	True	1539	1539	3402950dae8e65fa1800f1211ead9db9ede56aa0d599c186994262a30fc1ba81	3402950dae8e65fa1800f1211ead9db9ede56aa0d599c186994262a30fc1ba81
vanilla_proteinmpnn/helper_scripts/make_bias_AA.py	same_hash	True	True	823	823	c74b570c104b9e58722361cdd681e96408d9af0d1ea05a78b73672a71cb25754	c74b570c104b9e58722361cdd681e96408d9af0d1ea05a78b73672a71cb25754
vanilla_proteinmpnn/helper_scripts/make_bias_per_res_dict.py	same_hash	True	True	1929	1929	7af21ab1a59c0a2f1dc044a1f9b609a57bdddb06714a00640b1dd0c527e748a5	7af21ab1a59c0a2f1dc044a1f9b609a57bdddb06714a00640b1dd0c527e748a5
vanilla_proteinmpnn/helper_scripts/make_fixed_positions_dict.py	same_hash	True	True	1755	1755	0bb962f416fe4cce6ebfefc23e0a18ed8ce348213bc2356ccd9b81e9c84ad821	0bb962f416fe4cce6ebfefc23e0a18ed8ce348213bc2356ccd9b81e9c84ad821
vanilla_proteinmpnn/helper_scripts/make_pos_neg_tied_positions_dict.py	same_hash	True	True	6077	6077	97736a00601ae54433fc074950b79ee661901c2fd8dc3d542ce2f5023811370c	97736a00601ae54433fc074950b79ee661901c2fd8dc3d542ce2f5023811370c
vanilla_proteinmpnn/helper_scripts/make_tied_positions_dict.py	same_hash	True	True	4876	4876	3d9b3cece5d61faf7cdacac49d33fc8a16cc5e54f103b76218c8ce5b1b6b4e0f	3d9b3cece5d61faf7cdacac49d33fc8a16cc5e54f103b76218c8ce5b1b6b4e0f
vanilla_proteinmpnn/helper_scripts/other_tools/make_omit_AA.py	same_hash	True	True	2241	2241	a84eb412c6d916befb0aa7190915408ea43185ad0c822aff3123ad48c35a2616	a84eb412c6d916befb0aa7190915408ea43185ad0c822aff3123ad48c35a2616
vanilla_proteinmpnn/helper_scripts/other_tools/make_pssm_dict.py	same_hash	True	True	2260	2260	3e1cd315602c0221f303ea95a12b44527a2b5de181ce085ec66397c92ebc2ae5	3e1cd315602c0221f303ea95a12b44527a2b5de181ce085ec66397c92ebc2ae5
vanilla_proteinmpnn/helper_scripts/parse_multiple_chains.out	same_hash	True	True	30	30	32b54bef22072554fbdedd1ab0cecf558278adba7c63d9b6d093cb7c6e90c1dc	32b54bef22072554fbdedd1ab0cecf558278adba7c63d9b6d093cb7c6e90c1dc
vanilla_proteinmpnn/helper_scripts/parse_multiple_chains.py	same_hash	True	True	5652	5652	93159c5f8d2c91a87d14e77b85d2e5f4b027e837294197e39d305cf388de042e	93159c5f8d2c91a87d14e77b85d2e5f4b027e837294197e39d305cf388de042e
vanilla_proteinmpnn/helper_scripts/parse_multiple_chains.sh	same_hash	True	True	231	231	dea7c51f307a9547e78fcca147ff3c6a71efa7c1b312aa2317dcb6c69b6f3a10	dea7c51f307a9547e78fcca147ff3c6a71efa7c1b312aa2317dcb6c69b6f3a10
vanilla_proteinmpnn/protein_mpnn_run.py	same_hash	True	True	23711	23711	33b60238649f299936137c8a870657463dd4ae315584d777e6820527e3060ff7	33b60238649f299936137c8a870657463dd4ae315584d777e6820527e3060ff7
vanilla_proteinmpnn/protein_mpnn_utils.py	different_hash	True	True	69923	68530	38d2c5e7f657b8c60ddc0650fab0f0cec417bddf7ae582ff0fb80a292904b09f	b197fe8ada3058e5543a289ec101eb99d4cf9e043cc9ab8e64e22fd5436ebbe1
vanilla_proteinmpnn/vanilla_model_weights/v_48_002.pt	same_hash	True	True	6681301	6681301	925f2ca1007bf9b02e0e7f420ff00eb91f50fcc2722f64b42e644ae95adaa131	925f2ca1007bf9b02e0e7f420ff00eb91f50fcc2722f64b42e644ae95adaa131
vanilla_proteinmpnn/vanilla_model_weights/v_48_010.pt	same_hash	True	True	6681301	6681301	db866fae956a28661f926053d630610c55e9fc4bc03922f2aeeb98a37435ccce	db866fae956a28661f926053d630610c55e9fc4bc03922f2aeeb98a37435ccce
vanilla_proteinmpnn/vanilla_model_weights/v_48_020.pt	same_hash	True	True	6681301	6681301	c9cb4a671d79604111231f8dbfc7c590e06f1197453b7a6854ac6661a642f5bd	c9cb4a671d79604111231f8dbfc7c590e06f1197453b7a6854ac6661a642f5bd
vanilla_proteinmpnn/vanilla_model_weights/v_48_030.pt	same_hash	True	True	6681301	6681301	c34b7bfb38418ea30989fda3314f4781ac4e3920f9825731cf555f1fed44ac66	c34b7bfb38418ea30989fda3314f4781ac4e3920f9825731cf555f1fed44ac66
