root_a	path_a	root_b	path_b	jaccard	containment_smaller	shared_tokens	tokens_a	tokens_b
git_sajid_additions	ProteinMPNNTesting_V5.ipynb	git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V4.ipynb	0.1856	0.4972	358	1567	720
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V3.ipynb	git_sajid_additions	S669_ProteinMPNNTesting_V6.ipynb	0.1916	0.4969	396	797	1666
git_sajid_additions	ProteinMPNNTesting_V6.ipynb	git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V3.ipynb	0.1907	0.4969	396	1676	797
git_sajid_additions	ProteinMPNNTesting_V2.ipynb	git_sajid_additions	proteinmpnn_quickdemo.ipynb	0.2801	0.4952	309	788	624
git_sajid_additions	S669_ProteinMPNNTesting_V3.ipynb	git_sajid_additions	proteinmpnn_quickdemo.ipynb	0.2793	0.4920	307	782	624
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	git_sajid_additions	Ssym_ProteinMPNNTesting_V6.ipynb	0.1852	0.4886	386	790	1680
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	git_sajid_additions	S669_ProteinMPNNTesting_V6.ipynb	0.1836	0.4823	381	790	1666
git_sajid_additions	ProteinMPNNTesting_V6.ipynb	git_sajid_additions	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	0.1827	0.4823	381	1676	790
git_sajid_additions	ProteinMPNNTesting_V4.ipynb	git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V4.ipynb	0.1866	0.4819	347	1487	720
git_sajid_additions	ProteinMPNNTesting.ipynb	git_sajid_additions	Quick_Dirty_MPNN_ML_V2.ipynb	0.2530	0.4793	313	897	653
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V3.ipynb	git_sajid_additions	Ssym_ProteinMPNNTesting_V6_V2.ipynb	0.1827	0.4793	382	797	1676
git_sajid_additions	Ssym_ProteinMPNNTesting_V3.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo.ipynb	0.1981	0.4789	204	808	426
git_sajid_additions	Ssym_ProteinMPNNTesting_V3.ipynb	drive_nested_proteinmpnn	colab_notebooks/ca_only_quickdemo.ipynb	0.1971	0.4776	203	808	425
git_sajid_additions	Quick_Dirty_MPNN_ML.ipynb	git_sajid_additions	Ssym_ProteinMPNNTesting_V3.ipynb	0.2358	0.4768	257	539	808
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V3.ipynb	git_sajid_additions	S669_ProteinMPNNTesting_V6_V2.ipynb	0.1822	0.4743	378	797	1656
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V3.ipynb	git_sajid_additions	S921_ProteinMPNNTesting_V6_V2.ipynb	0.1819	0.4743	378	797	1659
git_sajid_additions	ProteinMPNNTesting_V6_V2.ipynb	git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V3.ipynb	0.1818	0.4743	378	1660	797
git_sajid_additions	ProteinMPNNTesting_V2.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo.ipynb	0.1996	0.4742	202	788	426
git_sajid_additions	ProteinMPNNTesting_V5.ipynb	git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V3.ipynb	0.1897	0.4730	377	1567	797
git_sajid_additions	ProteinMPNNTesting_V2.ipynb	drive_nested_proteinmpnn	colab_notebooks/ca_only_quickdemo.ipynb	0.1986	0.4729	201	788	425
git_sajid_additions	Ssym_ProteinMPNNTesting_V6.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	0.1486	0.4695	300	1680	639
git_sajid_additions	ProteinMPNNTesting_V2.ipynb	git_sajid_additions	Quick_Dirty_MPNN_ML.ipynb	0.2356	0.4694	253	788	539
git_sajid_additions	Quick_Dirty_MPNN_ML.ipynb	git_sajid_additions	S669_ProteinMPNNTesting_V3.ipynb	0.2357	0.4675	252	539	782
git_sajid_additions	S669_ProteinMPNNTesting_V3.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo.ipynb	0.1972	0.4671	199	782	426
git_sajid_additions	S669_ProteinMPNNTesting_V6.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	0.1485	0.4664	298	1666	639
git_sajid_additions	ProteinMPNNTesting_V6.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	0.1477	0.4664	298	1676	639
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	git_sajid_additions	Ssym_ProteinMPNNTesting_V6_V2.ipynb	0.1748	0.4646	367	790	1676
git_sajid_additions	S669_ProteinMPNNTesting_V3.ipynb	drive_nested_proteinmpnn	colab_notebooks/ca_only_quickdemo.ipynb	0.1950	0.4635	197	782	425
git_sajid_additions	Ssym_ProteinMPNNTesting_V6_V2.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	0.1466	0.4632	296	1676	639
git_sajid_additions	ProteinMPNNTesting_V5.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	0.1544	0.4617	295	1567	639
git_sajid_additions	S921_ProteinMPNNTesting_V6_V2.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	0.1473	0.4617	295	1659	639
git_sajid_additions	ProteinMPNNTesting_V6_V2.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	0.1472	0.4617	295	1660	639
git_sajid_additions	S669_ProteinMPNNTesting_V6_V2.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	0.1469	0.4601	294	1656	639
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	git_sajid_additions	S669_ProteinMPNNTesting_V6_V2.ipynb	0.1743	0.4595	363	790	1656
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	git_sajid_additions	S921_ProteinMPNNTesting_V6_V2.ipynb	0.1740	0.4595	363	790	1659
git_sajid_additions	ProteinMPNNTesting_V6_V2.ipynb	git_sajid_additions	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	0.1739	0.4595	363	1660	790
git_sajid_additions	ProteinMPNNTesting_V4.ipynb	git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V3.ipynb	0.1908	0.4592	366	1487	797
git_sajid_additions	ProteinMPNNTesting_V5.ipynb	git_sajid_additions	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	0.1815	0.4582	362	1567	790
git_sajid_additions	ProteinMPNNTesting_V4.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	0.1586	0.4554	291	1487	639
git_sajid_additions	Quick_Dirty_MPNN_ML_V2.ipynb	git_sajid_additions	Ssym_ProteinMPNNTesting_V3.ipynb	0.2541	0.4533	296	653	808
git_sajid_additions	ProteinMPNNTesting_V2.ipynb	git_sajid_additions	Quick_Dirty_MPNN_ML_V2.ipynb	0.2541	0.4472	292	788	653
git_sajid_additions	Quick_Dirty_MPNN_ML_V2.ipynb	git_sajid_additions	S669_ProteinMPNNTesting_V3.ipynb	0.2544	0.4456	291	653	782
git_sajid_additions	ProteinMPNNTesting_V4.ipynb	git_sajid_additions	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	0.1822	0.4443	351	1487	790
git_sajid_additions	ProteinMPNNTesting.ipynb	git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V2.ipynb	0.2238	0.4329	284	897	656
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V2.ipynb	git_sajid_additions	Ssym_ProteinMPNNTesting_V3.ipynb	0.2292	0.4162	273	656	808
git_sajid_additions	ProteinMPNNTesting_V2.ipynb	git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V2.ipynb	0.2289	0.4101	269	788	656
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V2.ipynb	git_sajid_additions	S669_ProteinMPNNTesting_V3.ipynb	0.2280	0.4070	267	656	782
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V4.ipynb	git_sajid_additions	Ssym_ProteinMPNNTesting_V3.ipynb	0.2323	0.4000	288	720	808
git_sajid_additions	ProteinMPNNTesting.ipynb	git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V4.ipynb	0.2167	0.4000	288	897	720
git_sajid_additions	ProteinMPNNTesting_V2.ipynb	git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V4.ipynb	0.2310	0.3931	283	788	720
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V4.ipynb	git_sajid_additions	S669_ProteinMPNNTesting_V3.ipynb	0.2301	0.3903	281	720	782
git_sajid_additions	ProteinMPNNTesting.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	0.1898	0.3834	245	897	639
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V3.ipynb	git_sajid_additions	Ssym_ProteinMPNNTesting_V3.ipynb	0.2346	0.3827	305	797	808
git_sajid_additions	ProteinMPNNTesting.ipynb	git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V3.ipynb	0.2187	0.3814	304	897	797
git_sajid_additions	ProteinMPNNTesting_V2.ipynb	git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V3.ipynb	0.2325	0.3794	299	788	797
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V3.ipynb	git_sajid_additions	S669_ProteinMPNNTesting_V3.ipynb	0.2307	0.3785	296	797	782
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	git_sajid_additions	Ssym_ProteinMPNNTesting_V3.ipynb	0.2217	0.3671	290	790	808
git_sajid_additions	ProteinMPNNTesting.ipynb	git_sajid_additions	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	0.2067	0.3658	289	897	790
git_sajid_additions	ProteinMPNNTesting_V2.ipynb	git_sajid_additions	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	0.2195	0.3604	284	788	790
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	git_sajid_additions	S669_ProteinMPNNTesting_V3.ipynb	0.2177	0.3593	281	790	782
git_sajid_additions	Ssym_ProteinMPNNTesting_V3.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	0.1851	0.3537	226	808	639
git_sajid_additions	ProteinMPNNTesting_V2.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	0.1862	0.3505	224	788	639
git_sajid_additions	S669_ProteinMPNNTesting_V3.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	0.1822	0.3427	219	782	639
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V2.ipynb	git_sajid_additions	proteinmpnn_quickdemo.ipynb	0.1584	0.2804	175	656	624
git_sajid_additions	Quick_Dirty_MPNN_ML.ipynb	git_sajid_additions	proteinmpnn_quickdemo.ipynb	0.1492	0.2801	151	539	624
git_sajid_additions	Quick_Dirty_MPNN_ML_V2.ipynb	git_sajid_additions	proteinmpnn_quickdemo.ipynb	0.1567	0.2772	173	653	624
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V3.ipynb	git_sajid_additions	proteinmpnn_quickdemo.ipynb	0.1386	0.2772	173	797	624
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	git_sajid_additions	proteinmpnn_quickdemo.ipynb	0.1367	0.2724	170	790	624
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V4.ipynb	git_sajid_additions	proteinmpnn_quickdemo.ipynb	0.1399	0.2644	165	720	624
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V3.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo.ipynb	0.0823	0.2183	93	797	426
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V3.ipynb	drive_nested_proteinmpnn	colab_notebooks/ca_only_quickdemo.ipynb	0.0814	0.2165	92	797	425
git_sajid_additions	Quick_Dirty_MPNN_ML_V2.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo.ipynb	0.0921	0.2136	91	653	426
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo.ipynb	0.0809	0.2136	91	790	426
git_sajid_additions	Quick_Dirty_MPNN_ML_V2.ipynb	drive_nested_proteinmpnn	colab_notebooks/ca_only_quickdemo.ipynb	0.0911	0.2118	90	653	425
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	drive_nested_proteinmpnn	colab_notebooks/ca_only_quickdemo.ipynb	0.0800	0.2118	90	790	425
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V2.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo.ipynb	0.0896	0.2089	89	656	426
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V2.ipynb	drive_nested_proteinmpnn	colab_notebooks/ca_only_quickdemo.ipynb	0.0886	0.2071	88	656	425
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V4.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo.ipynb	0.0791	0.1972	84	720	426
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V4.ipynb	drive_nested_proteinmpnn	colab_notebooks/ca_only_quickdemo.ipynb	0.0782	0.1953	83	720	425
git_sajid_additions	Quick_Dirty_MPNN_ML.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo.ipynb	0.0867	0.1808	77	539	426
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V3.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	0.0871	0.1800	115	797	639
git_sajid_additions	Quick_Dirty_MPNN_ML.ipynb	drive_nested_proteinmpnn	colab_notebooks/ca_only_quickdemo.ipynb	0.0856	0.1788	76	539	425
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	0.0850	0.1753	112	790	639
git_sajid_additions	Quick_Dirty_MPNN_ML.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	0.0857	0.1725	93	539	639
git_sajid_additions	Quick_Dirty_MPNN_ML_V2.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	0.0931	0.1721	110	653	639
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V2.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	0.0882	0.1643	105	656	639
git_sajid_additions	Quick_Dirty_MPNN_ML_V2_V4.ipynb	drive_nested_proteinmpnn	colab_notebooks/quickdemo_wAF2.ipynb	0.0820	0.1612	103	720	639
