pickle_file	top_key_repr	top_key_type	top_value_type	model_path	model_class	n_estimators	random_state	max_depth	max_features	n_features_in_	feature_importances_shape	feature_importances_sum	feature_importances_top_indices	feature_importances_top_values	estimators_len	tree_node_count_mean	tree_max_depth_mean
S_669_feature_combo_model_dict.pickle	'B+C+F'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	3	[3]	1.0000000000000002	[0, 1, 2]	[0.40239088997761424, 0.3226669674554894, 0.2749421425668965]	300	191.39333333333335	15.646666666666667
S_669_feature_combo_model_dict.pickle	'B+D+E'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	3	[3]	1.0	[0, 1, 2]	[0.45393616810223, 0.27669601194557225, 0.26936781995219783]	300	194.52666666666667	16.673333333333332
S_669_feature_combo_model_dict.pickle	'B+D+F'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	3	[3]	1.0	[0, 2, 1]	[0.424836424287548, 0.3024576363100182, 0.27270593940243393]	300	191.02	15.926666666666666
S_669_feature_combo_model_dict.pickle	'B+E+F'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	3	[3]	1.0	[0, 2, 1]	[0.4241075370315767, 0.2991364756407123, 0.27675598732771095]	300	191.32	15.986666666666666
S_669_feature_combo_model_dict.pickle	'C+D+E'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	3	[3]	1.0	[0, 1, 2]	[0.41066157437443923, 0.301130282636595, 0.2882081429889659]	300	194.00666666666666	16.953333333333333
S_669_feature_combo_model_dict.pickle	'C+D+F'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	3	[3]	1.0	[0, 2, 1]	[0.3666526073463268, 0.31677747292351893, 0.31656991973015425]	300	190.24666666666667	16.05666666666667
S_669_feature_combo_model_dict.pickle	'C+E+F'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	3	[3]	1.0	[0, 2, 1]	[0.374777233343951, 0.3207097588237529, 0.3045130078322961]	300	190.56	15.636666666666667
S_669_feature_combo_model_dict.pickle	'D+E+F'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	3	[3]	0.9999999999999999	[2, 0, 1]	[0.3697302195387794, 0.3176592726277778, 0.31261050783344274]	300	191.91333333333333	16.03
S_669_feature_combo_model_dict.pickle	'A+B+C+D'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	4	[4]	1.0	[1, 0, 2, 3]	[0.3258202254157524, 0.2920224174517317, 0.22666695555440777, 0.1554904015781082]	300	195.14666666666668	16.083333333333332
S_669_feature_combo_model_dict.pickle	'A+B+C+E'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	4	[4]	1.0	[1, 0, 2, 3]	[0.3384452943865821, 0.3005664309443334, 0.21435642751685247, 0.14663184715223201]	300	194.17333333333335	15.79
S_669_feature_combo_model_dict.pickle	'A+B+C+F'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	4	[4]	0.9999999999999999	[1, 0, 2, 3]	[0.33330154417328556, 0.29369974120322373, 0.21067412175018338, 0.16232459287330728]	300	193.7	15.563333333333333
S_669_feature_combo_model_dict.pickle	'A+B+D+E'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	4	[4]	1.0	[1, 0, 2, 3]	[0.3587651466742341, 0.3245366475685898, 0.1646578257689422, 0.15204037998823403]	300	195.33333333333334	16.513333333333332
S_669_feature_combo_model_dict.pickle	'A+B+D+F'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	4	[4]	1.0	[1, 0, 3, 2]	[0.3640005951953028, 0.3021874112935159, 0.1794445532632619, 0.15436744024791937]	300	196.16	16.18
S_669_feature_combo_model_dict.pickle	'A+B+E+F'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	4	[4]	1.0	[1, 0, 3, 2]	[0.35147736657241957, 0.30951065665084004, 0.1987412094333468, 0.14027076734339347]	300	194.93333333333334	16.076666666666668
S_669_feature_combo_model_dict.pickle	'A+C+D+E'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	4	[4]	0.9999999999999999	[0, 1, 2, 3]	[0.35177343562464014, 0.2895005150855016, 0.18976718594210829, 0.16895886334774993]	300	195.26	16.62
S_669_feature_combo_model_dict.pickle	'A+C+D+F'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	4	[4]	0.9999999999999999	[0, 1, 3, 2]	[0.34757145017042174, 0.2685427924691839, 0.19595036016481196, 0.1879353971955824]	300	194.66666666666666	16.153333333333332
S_669_feature_combo_model_dict.pickle	'A+C+E+F'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	4	[4]	1.0000000000000002	[0, 1, 3, 2]	[0.35454229115829594, 0.27885765779692023, 0.19923676602135532, 0.16736328502342865]	300	194.16	15.736666666666666
S_669_feature_combo_model_dict.pickle	'A+D+E+F'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	4	[4]	0.9999999999999999	[0, 3, 1, 2]	[0.37642807484483914, 0.2545316991873935, 0.1922239220429902, 0.17681630392477707]	300	194.65333333333334	16.426666666666666
S_669_feature_combo_model_dict.pickle	'B+C+D+E'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	4	[4]	0.9999999999999999	[0, 1, 2, 3]	[0.38284740223670743, 0.24966540054371378, 0.1882894972955657, 0.17919769992401294]	300	193.97333333333333	16.38
S_669_feature_combo_model_dict.pickle	'B+C+D+F'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	4	[4]	0.9999999999999999	[0, 1, 3, 2]	[0.36124525929220747, 0.24787717306371024, 0.21324935866298142, 0.17762820898110082]	300	192.08	16.043333333333333
S_669_feature_combo_model_dict.pickle	'B+C+E+F'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	4	[4]	1.0000000000000002	[0, 1, 3, 2]	[0.3779255417098157, 0.2452650369136808, 0.20230928273833987, 0.1745001386381638]	300	193.88	15.973333333333333
S_669_feature_combo_model_dict.pickle	'B+D+E+F'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	4	[4]	1.0	[0, 3, 1, 2]	[0.4022106275601727, 0.23656516037978356, 0.19103337224052935, 0.1701908398195144]	300	194.51333333333332	16.30666666666667
S_669_feature_combo_model_dict.pickle	'C+D+E+F'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	4	[4]	0.9999999999999999	[0, 3, 1, 2]	[0.3232545426875608, 0.25088183771749184, 0.21931663903249343, 0.20654698056245382]	300	193.42	16.656666666666666
S_669_feature_combo_model_dict.pickle	'A+B+C+D+E'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	5	[5]	1.0	[1, 0, 2, 3, 4]	[0.289006550142369, 0.24824118905282813, 0.19520233224734104, 0.13699071829508977, 0.13055921026237213]	300	194.78666666666666	15.99
S_669_feature_combo_model_dict.pickle	'A+B+C+D+F'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	5	[5]	1.0	[1, 0, 2, 4, 3]	[0.2732289536872333, 0.254587769444985, 0.1957422234088373, 0.14601957952528372, 0.1304214739336607]	300	194.86	15.896666666666667
S_669_feature_combo_model_dict.pickle	'A+B+C+E+F'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	5	[5]	1.0	[1, 0, 2, 4, 3]	[0.28449245984536586, 0.25982124191618067, 0.18965876278214805, 0.147044820996986, 0.11898271445931963]	300	196.08666666666667	15.64
S_669_feature_combo_model_dict.pickle	'A+B+D+E+F'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	5	[5]	1.0	[1, 0, 4, 2, 3]	[0.3006308791439775, 0.2565993761989823, 0.18706484167281184, 0.13029485133142343, 0.12541005165280486]	300	195.11333333333334	16.403333333333332
S_669_feature_combo_model_dict.pickle	'A+C+D+E+F'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	5	[5]	1.0	[0, 1, 4, 2, 3]	[0.27659549851372534, 0.24887023376889839, 0.1808229972938168, 0.15487752288972412, 0.13883374753383534]	300	195.11333333333334	16.173333333333332
S_669_feature_combo_model_dict.pickle	'B+C+D+E+F'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	5	[5]	1.0	[0, 1, 4, 2, 3]	[0.3293073851715103, 0.20209341695077024, 0.18061242145282733, 0.14678838162958338, 0.14119839479530877]	300	194.71333333333334	16.53
S_669_feature_combo_model_dict.pickle	'A+B+C+D+E+F'	builtins.str	sklearn.ensemble._forest.RandomForestRegressor	value	sklearn.ensemble._forest.RandomForestRegressor	300			sqrt	6	[6]	1.0	[1, 0, 2, 5, 3, 4]	[0.24801974631767165, 0.23146331959116018, 0.16730490051900007, 0.13106088745260439, 0.11634304865313419, 0.10580809746642961]	300	195.00666666666666	16.033333333333335
