colab_notebook	git_notebook	same_filename	jaccard	containment_smaller	shared_tokens	colab_tokens	git_tokens
ProteinMPNNTesting_V6_V2_debug.ipynb	ProteinMPNNTesting.ipynb	False	0.4197	0.8450	758	1667	897
ProteinMPNNTesting.ipynb	ProteinMPNNTesting_V6_V2.ipynb	False	0.4143	0.8350	749	897	1660
Ssym_ProteinMPNNTesting_V6_V2.ipynb	ProteinMPNNTesting.ipynb	False	0.4024	0.8339	748	1710	897
ProteinMPNNTesting.ipynb	S921_ProteinMPNNTesting_V6_V2.ipynb	False	0.4122	0.8317	746	897	1659
ProteinMPNNTesting.ipynb	Ssym_ProteinMPNNTesting_V6_V2.ipynb	False	0.4083	0.8317	746	897	1676
S669_ProteinMPNNTesting_V6_V2.ipynb	ProteinMPNNTesting.ipynb	False	0.4008	0.8261	741	1693	897
ProteinMPNNTesting.ipynb	S669_ProteinMPNNTesting_V6_V2.ipynb	False	0.4066	0.8227	738	897	1656
Quick_Dirty_MPNN_ML_V2_V2.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.6342	0.8140	534	656	720
PROVEAN_VAR_creation.ipynb	ProteinMPNNTesting_V6_V2.ipynb	False	0.0873	0.8043	148	184	1660
PROVEAN_VAR_creation.ipynb	ProteinMPNNTesting_V5.ipynb	False	0.0916	0.7989	147	184	1567
PROVEAN_VAR_creation.ipynb	ProteinMPNNTesting_V4.ipynb	False	0.0957	0.7935	146	184	1487
PROVEAN_VAR_creation.ipynb	S921_ProteinMPNNTesting_V6_V2.ipynb	False	0.0860	0.7935	146	184	1659
PROVEAN_VAR_creation.ipynb	Ssym_ProteinMPNNTesting_V6_V2.ipynb	False	0.0852	0.7935	146	184	1676
Quick_Dirty_MPNN_ML.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.5540	0.7904	426	539	656
Quick_Dirty_MPNN_ML_V2_V2.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.5540	0.7904	426	656	539
ProteinMPNNTesting_V7.ipynb	S669_ProteinMPNNTesting_V3.ipynb	False	0.4816	0.7898	432	547	782
ProteinMPNNTesting_V7.ipynb	ProteinMPNNTesting_V2.ipynb	False	0.4784	0.7898	432	547	788
ProteinMPNNTesting_V7.ipynb	Ssym_ProteinMPNNTesting_V3.ipynb	False	0.4680	0.7898	432	547	808
Quick_Dirty_MPNN_ML_V2.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.6487	0.7881	517	658	656
PROVEAN_VAR_creation.ipynb	ProteinMPNNTesting_V6.ipynb	False	0.0845	0.7880	145	184	1676
PROVEAN_VAR_creation.ipynb	Ssym_ProteinMPNNTesting_V6.ipynb	False	0.0844	0.7880	145	184	1680
Preparing_Fasta_Files_For_PROVEAN.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.0940	0.7879	52	66	539
Preparing_Fasta_Files_For_PROVEAN.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.0780	0.7879	52	66	653
ProteinMPNNTesting_V7.ipynb	ProteinMPNNTesting.ipynb	False	0.4241	0.7861	430	547	897
Quick_Dirty_MPNN_ML_V2_V2.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.6424	0.7841	512	656	653
Preparing_Fasta_Files_For_PROVEAN.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.0628	0.7727	51	66	797
PROVEAN_VAR_creation.ipynb	ProteinMPNNTesting.ipynb	False	0.1512	0.7717	142	184	897
PROVEAN_VAR_creation.ipynb	S669_ProteinMPNNTesting_V6_V2.ipynb	False	0.0836	0.7717	142	184	1656
PROVEAN_VAR_creation.ipynb	S669_ProteinMPNNTesting_V6.ipynb	False	0.0825	0.7663	141	184	1666
Quick_Dirty_MPNN_ML_V2_V2.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.5247	0.7622	500	656	797
Quick_Dirty_MPNN_ML_V2_V3.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.5247	0.7622	500	797	656
Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.5247	0.7622	500	797	656
Preparing_Fasta_Files_For_PROVEAN.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.0744	0.7576	50	66	656
Preparing_Fasta_Files_For_PROVEAN.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.0679	0.7576	50	66	720
PROVEAN_VAR_creation.ipynb	ProteinMPNNTesting_V2.ipynb	False	0.1641	0.7446	137	184	788
Quick_Dirty_MPNN_ML_V2_V2.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.5047	0.7393	485	656	790
PROVEAN_VAR_creation.ipynb	Ssym_ProteinMPNNTesting_V3.ipynb	False	0.1589	0.7391	136	184	808
Quick_Dirty_MPNN_ML.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.3917	0.6976	376	539	797
Quick_Dirty_MPNN_ML_V2_V3.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.3917	0.6976	376	797	539
Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.3917	0.6976	376	797	539
Ssym_ProteinMPNNTesting_V6.ipynb	proteinmpnn_quickdemo.ipynb	False	0.2327	0.6971	435	1680	624
proteinmpnn_quickdemo.ipynb	Ssym_ProteinMPNNTesting_V6.ipynb	False	0.2327	0.6971	435	624	1680
PROVEAN_VAR_creation.ipynb	S669_ProteinMPNNTesting_V3.ipynb	False	0.1527	0.6957	128	184	782
S669_ProteinMPNNTesting_V6.ipynb	proteinmpnn_quickdemo.ipynb	False	0.2356	0.6955	434	1652	624
proteinmpnn_quickdemo.ipynb	S669_ProteinMPNNTesting_V6.ipynb	False	0.2338	0.6955	434	624	1666
ProteinMPNNTesting_V6.ipynb	proteinmpnn_quickdemo.ipynb	False	0.2333	0.6939	433	1665	624
proteinmpnn_quickdemo.ipynb	ProteinMPNNTesting_V6.ipynb	False	0.2319	0.6939	433	624	1676
Ssym_ProteinMPNNTesting_V6_V2.ipynb	proteinmpnn_quickdemo.ipynb	False	0.2278	0.6939	433	1710	624
proteinmpnn_quickdemo.ipynb	Ssym_ProteinMPNNTesting_V6_V2.ipynb	False	0.2313	0.6923	432	624	1676
S669_ProteinMPNNTesting_V6_V2.ipynb	proteinmpnn_quickdemo.ipynb	False	0.2292	0.6923	432	1693	624
ProteinMPNNTesting_V6_V2.ipynb	proteinmpnn_quickdemo.ipynb	False	0.2275	0.6923	432	1707	624
proteinmpnn_quickdemo.ipynb	S669_ProteinMPNNTesting_V6_V2.ipynb	False	0.2331	0.6907	431	624	1656
proteinmpnn_quickdemo.ipynb	S921_ProteinMPNNTesting_V6_V2.ipynb	False	0.2327	0.6907	431	624	1659
proteinmpnn_quickdemo.ipynb	ProteinMPNNTesting_V6_V2.ipynb	False	0.2326	0.6907	431	624	1660
ProteinMPNNTesting_V6_V2_debug.ipynb	proteinmpnn_quickdemo.ipynb	False	0.2311	0.6891	430	1667	624
Quick_Dirty_MPNN_ML.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.4162	0.6865	370	539	720
Quick_Dirty_MPNN_ML_V2.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.4849	0.6839	450	658	720
ProteinMPNNTesting_V5.ipynb	proteinmpnn_quickdemo.ipynb	False	0.2414	0.6827	426	1567	624
proteinmpnn_quickdemo.ipynb	ProteinMPNNTesting_V5.ipynb	False	0.2414	0.6827	426	624	1567
ProteinMPNNTesting_V4.ipynb	proteinmpnn_quickdemo.ipynb	False	0.2476	0.6715	419	1487	624
proteinmpnn_quickdemo.ipynb	ProteinMPNNTesting_V4.ipynb	False	0.2476	0.6715	419	624	1487
Quick_Dirty_MPNN_ML.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.3729	0.6698	361	539	790
Untitled1.ipynb	ProteinMPNNTesting_V4.ipynb	False	0.0140	0.6562	21	32	1487
Untitled1.ipynb	ProteinMPNNTesting_V5.ipynb	False	0.0133	0.6562	21	32	1567
Untitled1.ipynb	ProteinMPNNTesting_V6_V2.ipynb	False	0.0126	0.6562	21	32	1660
Untitled1.ipynb	S669_ProteinMPNNTesting_V6_V2.ipynb	False	0.0126	0.6562	21	32	1656
Untitled1.ipynb	S921_ProteinMPNNTesting_V6_V2.ipynb	False	0.0126	0.6562	21	32	1659
Untitled1.ipynb	S669_ProteinMPNNTesting_V6.ipynb	False	0.0125	0.6562	21	32	1666
Untitled1.ipynb	ProteinMPNNTesting_V6.ipynb	False	0.0124	0.6562	21	32	1676
Untitled1.ipynb	Ssym_ProteinMPNNTesting_V6.ipynb	False	0.0124	0.6562	21	32	1680
Untitled1.ipynb	Ssym_ProteinMPNNTesting_V6_V2.ipynb	False	0.0124	0.6562	21	32	1676
Quick_Dirty_MPNN_ML_V2_V3.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.4133	0.6493	424	797	653
Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.4133	0.6493	424	797	653
Quick_Dirty_MPNN_ML_V2.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.4113	0.6444	424	658	797
Untitled1.ipynb	ProteinMPNNTesting.ipynb	False	0.0220	0.6250	20	32	897
Ssym_ProteinMPNNTesting_V6_V2.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.1756	0.6234	336	1710	539
Quick_Dirty_MPNN_ML_V2.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.3936	0.6216	409	658	790
Preparing_Fasta_Files_For_PROVEAN.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.0503	0.6212	41	66	790
S669_ProteinMPNNTesting_V6_V2.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.1754	0.6178	333	1693	539
ProteinMPNNTesting_V6_V2.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.1741	0.6178	333	1707	539
Quick_Dirty_MPNN_ML.ipynb	Ssym_ProteinMPNNTesting_V6.ipynb	False	0.1735	0.6085	328	539	1680
Ssym_ProteinMPNNTesting_V6.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.1735	0.6085	328	1680	539
Quick_Dirty_MPNN_ML.ipynb	Ssym_ProteinMPNNTesting_V6_V2.ipynb	False	0.1726	0.6048	326	539	1676
ProteinMPNNTesting_V6_V2_debug.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.1728	0.6030	325	1667	539
Quick_Dirty_MPNN_ML.ipynb	S669_ProteinMPNNTesting_V6.ipynb	False	0.1722	0.6011	324	539	1666
Quick_Dirty_MPNN_ML.ipynb	ProteinMPNNTesting_V6.ipynb	False	0.1713	0.6011	324	539	1676
Quick_Dirty_MPNN_ML.ipynb	ProteinMPNNTesting_V6_V2.ipynb	False	0.1716	0.5974	322	539	1660
Quick_Dirty_MPNN_ML.ipynb	S921_ProteinMPNNTesting_V6_V2.ipynb	False	0.1716	0.5974	322	539	1659
Quick_Dirty_MPNN_ML.ipynb	S669_ProteinMPNNTesting_V6_V2.ipynb	False	0.1713	0.5955	321	539	1656
ProteinMPNNTesting_V6.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.1705	0.5955	321	1665	539
S669_ProteinMPNNTesting_V6.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.1710	0.5937	320	1652	539
ProteinMPNNTesting_V6_V2.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.1971	0.5930	389	1707	656
Ssym_ProteinMPNNTesting_V6_V2.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.1968	0.5930	389	1710	656
S669_ProteinMPNNTesting_V6_V2.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.1972	0.5899	387	1693	656
Ssym_ProteinMPNNTesting_V6.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.1970	0.5881	384	1680	653
Quick_Dirty_MPNN_ML_V2.ipynb	Ssym_ProteinMPNNTesting_V6.ipynb	False	0.1965	0.5836	384	658	1680
Quick_Dirty_MPNN_ML_V2.ipynb	S669_ProteinMPNNTesting_V6.ipynb	False	0.1955	0.5775	380	658	1666
Quick_Dirty_MPNN_ML_V2.ipynb	ProteinMPNNTesting_V6.ipynb	False	0.1945	0.5775	380	658	1676
ProteinMPNNTesting_V6.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.1942	0.5773	377	1665	653
S669_ProteinMPNNTesting_V6.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.1949	0.5758	376	1652	653
Quick_Dirty_MPNN_ML_V2_V2.ipynb	Ssym_ProteinMPNNTesting_V6.ipynb	False	0.1918	0.5732	376	656	1680
Ssym_ProteinMPNNTesting_V6.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.1918	0.5732	376	1680	656
Quick_Dirty_MPNN_ML_V2_V2.ipynb	Ssym_ProteinMPNNTesting_V6_V2.ipynb	False	0.1916	0.5716	375	656	1676
ProteinMPNNTesting_V5.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.1713	0.5714	308	1567	539
Quick_Dirty_MPNN_ML.ipynb	ProteinMPNNTesting_V5.ipynb	False	0.1713	0.5714	308	539	1567
ProteinMPNNTesting_V6_V2.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.1865	0.5681	371	1707	653
Ssym_ProteinMPNNTesting_V6_V2.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.1862	0.5681	371	1710	653
Quick_Dirty_MPNN_ML_V2_V2.ipynb	S921_ProteinMPNNTesting_V6_V2.ipynb	False	0.1915	0.5671	372	656	1659
Quick_Dirty_MPNN_ML_V2_V2.ipynb	ProteinMPNNTesting_V6_V2.ipynb	False	0.1914	0.5671	372	656	1660
Quick_Dirty_MPNN_ML_V2_V2.ipynb	S669_ProteinMPNNTesting_V6.ipynb	False	0.1908	0.5671	372	656	1666
Quick_Dirty_MPNN_ML_V2_V2.ipynb	ProteinMPNNTesting_V6.ipynb	False	0.1898	0.5671	372	656	1676
Quick_Dirty_MPNN_ML_V2_V2.ipynb	S669_ProteinMPNNTesting_V6_V2.ipynb	False	0.1911	0.5655	371	656	1656
ProteinMPNNTesting_V6.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.1896	0.5640	370	1665	656
ProteinMPNNTesting_V6_V2_debug.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.1895	0.5640	370	1667	656
S669_ProteinMPNNTesting_V6_V2.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.1860	0.5636	368	1693	653
S669_ProteinMPNNTesting_V6.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.1903	0.5625	369	1652	656
ProteinMPNNTesting_V6_V2_debug.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.1855	0.5559	363	1667	653
ProteinMPNNTesting_V5.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.1948	0.5544	362	1567	653
PROVEAN_VAR_creation.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.1160	0.5543	102	184	797
Quick_Dirty_MPNN_ML_V2.ipynb	ProteinMPNNTesting_V5.ipynb	False	0.1943	0.5502	362	658	1567
Quick_Dirty_MPNN_ML_V2.ipynb	Ssym_ProteinMPNNTesting_V6_V2.ipynb	False	0.1830	0.5486	361	658	1676
ProteinMPNNTesting_V4.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.1704	0.5473	295	1487	539
Quick_Dirty_MPNN_ML.ipynb	ProteinMPNNTesting_V4.ipynb	False	0.1704	0.5473	295	539	1487
Quick_Dirty_MPNN_ML_V2.ipynb	S921_ProteinMPNNTesting_V6_V2.ipynb	False	0.1821	0.5426	357	658	1659
Quick_Dirty_MPNN_ML_V2.ipynb	ProteinMPNNTesting_V6_V2.ipynb	False	0.1820	0.5426	357	658	1660
ProteinMPNNTesting_V7.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.2824	0.5411	296	547	797
Quick_Dirty_MPNN_ML_V2.ipynb	S669_ProteinMPNNTesting_V6_V2.ipynb	False	0.1818	0.5410	356	658	1656
ProteinMPNNTesting.ipynb	proteinmpnn_quickdemo.ipynb	False	0.2825	0.5369	335	897	624
proteinmpnn_quickdemo.ipynb	ProteinMPNNTesting.ipynb	False	0.2825	0.5369	335	624	897
ProteinMPNNTesting_V7.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.3230	0.5356	293	547	653
ProteinMPNNTesting_V5.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.1875	0.5351	351	1567	656
Quick_Dirty_MPNN_ML_V2_V2.ipynb	ProteinMPNNTesting_V5.ipynb	False	0.1875	0.5351	351	656	1567
ProteinMPNNTesting_V4.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.1949	0.5345	349	1487	653
PROVEAN_VAR_creation.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.1326	0.5326	98	184	653
PROVEAN_VAR_creation.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.1216	0.5326	98	184	720
Untitled1.ipynb	Ssym_ProteinMPNNTesting_V3.ipynb	False	0.0207	0.5312	17	32	808
Quick_Dirty_MPNN_ML_V2.ipynb	ProteinMPNNTesting_V4.ipynb	False	0.1943	0.5304	349	658	1487
Ssym_ProteinMPNNTesting_V6.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.1881	0.5278	380	1680	720
ProteinMPNNTesting_V7.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.2929	0.5247	287	547	720
PROVEAN_VAR_creation.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.1290	0.5217	96	184	656
ProteinMPNNTesting_V6.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.1866	0.5208	375	1665	720
Ssym_ProteinMPNNTesting_V6_V2.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.1825	0.5208	375	1710	720
S669_ProteinMPNNTesting_V6.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.1872	0.5194	374	1652	720
S669_ProteinMPNNTesting_V6_V2.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.1834	0.5194	374	1693	720
ProteinMPNNTesting_V6_V2.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.1822	0.5194	374	1707	720
ProteinMPNNTesting_V4.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.1879	0.5168	339	1487	656
Quick_Dirty_MPNN_ML_V2_V2.ipynb	ProteinMPNNTesting_V4.ipynb	False	0.1879	0.5168	339	656	1487
PROVEAN_VAR_creation.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.1513	0.5163	95	184	539
Preparing_Fasta_Files_For_PROVEAN.ipynb	proteinmpnn_quickdemo.ipynb	False	0.0518	0.5152	34	66	624
ProteinMPNNTesting_V7.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.2661	0.5137	281	547	790
PROVEAN_VAR_creation.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.1056	0.5054	93	184	790
ProteinMPNNTesting_V3.ipynb	proteinmpnn_quickdemo.ipynb	False	0.2768	0.5048	315	829	624
Ssym_ProteinMPNNTesting_V3.ipynb	proteinmpnn_quickdemo.ipynb	False	0.2809	0.5032	314	808	624
proteinmpnn_quickdemo.ipynb	Ssym_ProteinMPNNTesting_V3.ipynb	False	0.2809	0.5032	314	624	808
Quick_Dirty_MPNN_ML_V2_V3.ipynb	Ssym_ProteinMPNNTesting_V6.ipynb	False	0.1932	0.5031	401	797	1680
Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	Ssym_ProteinMPNNTesting_V6.ipynb	False	0.1932	0.5031	401	797	1680
Ssym_ProteinMPNNTesting_V6.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.1932	0.5031	401	1680	797
Untitled1.ipynb	S669_ProteinMPNNTesting_V3.ipynb	False	0.0201	0.5000	16	32	782
Untitled1.ipynb	ProteinMPNNTesting_V2.ipynb	False	0.0199	0.5000	16	32	788
ProteinMPNNTesting_V7.ipynb	Quick_Dirty_MPNN_ML_V2_V2.ipynb	False	0.2922	0.4973	272	547	656
ProteinMPNNTesting.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.2295	0.4972	268	897	539
Quick_Dirty_MPNN_ML.ipynb	ProteinMPNNTesting.ipynb	False	0.2295	0.4972	268	539	897
ProteinMPNNTesting_V5.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.1856	0.4972	358	1567	720
Quick_Dirty_MPNN_ML_V2_V3.ipynb	S669_ProteinMPNNTesting_V6.ipynb	False	0.1916	0.4969	396	797	1666
Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	S669_ProteinMPNNTesting_V6.ipynb	False	0.1916	0.4969	396	797	1666
Quick_Dirty_MPNN_ML_V2_V3.ipynb	ProteinMPNNTesting_V6.ipynb	False	0.1907	0.4969	396	797	1676
Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	ProteinMPNNTesting_V6.ipynb	False	0.1907	0.4969	396	797	1676
ProteinMPNNTesting_V2.ipynb	proteinmpnn_quickdemo.ipynb	False	0.2801	0.4952	309	788	624
proteinmpnn_quickdemo.ipynb	ProteinMPNNTesting_V2.ipynb	False	0.2801	0.4952	309	624	788
ProteinMPNNTesting_V6.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.1905	0.4944	394	1665	797
Ssym_ProteinMPNNTesting_V6_V2.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.1865	0.4944	394	1710	797
ProteinMPNNTesting_V6_V2_debug.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.1753	0.4944	356	1667	720
S669_ProteinMPNNTesting_V6.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.1911	0.4931	393	1652	797
ProteinMPNNTesting_V6_V2.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.1862	0.4931	393	1707	797
S669_ProteinMPNNTesting_V3.ipynb	proteinmpnn_quickdemo.ipynb	False	0.2793	0.4920	307	782	624
proteinmpnn_quickdemo.ipynb	S669_ProteinMPNNTesting_V3.ipynb	False	0.2793	0.4920	307	624	782
S669_ProteinMPNNTesting_V6_V2.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.1868	0.4918	392	1693	797
Ssym_ProteinMPNNTesting_V6.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.1852	0.4886	386	1680	790
ProteinMPNNTesting_V3.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.2380	0.4879	263	829	539
PyRun_Notebook_V16_new_colab.ipynb	ProteinMPNNTesting_V2.ipynb	False	0.2188	0.4822	380	1329	788
ProteinMPNNTesting_V4.ipynb	Quick_Dirty_MPNN_ML_V2_V4.ipynb	False	0.1866	0.4819	347	1487	720
PyRun_Notebook_V16 (1).ipynb	ProteinMPNNTesting_V2.ipynb	False	0.2182	0.4810	379	1328	788
PyRun_Notebook_V16.ipynb	ProteinMPNNTesting_V2.ipynb	False	0.2182	0.4810	379	1328	788
ProteinMPNNTesting_V6.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.1826	0.4797	379	1665	790
Ssym_ProteinMPNNTesting_V6_V2.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.1787	0.4797	379	1710	790
ProteinMPNNTesting.ipynb	Quick_Dirty_MPNN_ML_V2.ipynb	False	0.2530	0.4793	313	897	653
Quick_Dirty_MPNN_ML_V2_V3.ipynb	Ssym_ProteinMPNNTesting_V6_V2.ipynb	False	0.1827	0.4793	382	797	1676
Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	Ssym_ProteinMPNNTesting_V6_V2.ipynb	False	0.1827	0.4793	382	797	1676
S669_ProteinMPNNTesting_V6.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.1831	0.4785	378	1652	790
ProteinMPNNTesting_V6_V2.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.1784	0.4785	378	1707	790
S669_ProteinMPNNTesting_V6_V2.ipynb	Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	False	0.1790	0.4772	377	1693	790
Quick_Dirty_MPNN_ML.ipynb	Ssym_ProteinMPNNTesting_V3.ipynb	False	0.2358	0.4768	257	539	808
Ssym_ProteinMPNNTesting_V3.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.2358	0.4768	257	808	539
PyRun_Notebook_V16_new_colab.ipynb	Ssym_ProteinMPNNTesting_V3.ipynb	False	0.2197	0.4765	385	1329	808
Quick_Dirty_MPNN_ML_V2.ipynb	ProteinMPNNTesting.ipynb	False	0.2520	0.4757	313	658	897
PyRun_Notebook_V16 (1).ipynb	Ssym_ProteinMPNNTesting_V3.ipynb	False	0.2192	0.4752	384	1328	808
PyRun_Notebook_V16.ipynb	Ssym_ProteinMPNNTesting_V3.ipynb	False	0.2192	0.4752	384	1328	808
PyRun_Notebook_V16_new_colab.ipynb	S669_ProteinMPNNTesting_V3.ipynb	False	0.2132	0.4744	371	1329	782
Quick_Dirty_MPNN_ML_V2_V3.ipynb	S669_ProteinMPNNTesting_V6_V2.ipynb	False	0.1822	0.4743	378	797	1656
Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	S669_ProteinMPNNTesting_V6_V2.ipynb	False	0.1822	0.4743	378	797	1656
Quick_Dirty_MPNN_ML_V2_V3.ipynb	S921_ProteinMPNNTesting_V6_V2.ipynb	False	0.1819	0.4743	378	797	1659
Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	S921_ProteinMPNNTesting_V6_V2.ipynb	False	0.1819	0.4743	378	797	1659
Quick_Dirty_MPNN_ML_V2_V3.ipynb	ProteinMPNNTesting_V6_V2.ipynb	False	0.1818	0.4743	378	797	1660
Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	ProteinMPNNTesting_V6_V2.ipynb	False	0.1818	0.4743	378	797	1660
PyRun_Notebook_V16 (1).ipynb	S669_ProteinMPNNTesting_V3.ipynb	False	0.2126	0.4731	370	1328	782
PyRun_Notebook_V16.ipynb	S669_ProteinMPNNTesting_V3.ipynb	False	0.2126	0.4731	370	1328	782
ProteinMPNNTesting_V5.ipynb	Quick_Dirty_MPNN_ML_V2_V3.ipynb	False	0.1897	0.4730	377	1567	797
Quick_Dirty_MPNN_ML_V2_V3.ipynb	ProteinMPNNTesting_V5.ipynb	False	0.1897	0.4730	377	797	1567
Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	ProteinMPNNTesting_V5.ipynb	False	0.1897	0.4730	377	797	1567
ProteinMPNNTesting_V7.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.3053	0.4712	254	547	539
ProteinMPNNTesting_V2.ipynb	Quick_Dirty_MPNN_ML.ipynb	False	0.2356	0.4694	253	788	539
