filename	valid_notebook_json	error	size_bytes	mtime_iso	cells	code_cells	markdown_cells	executed_code_cells	code_cells_with_outputs	output_records	text_output_records	image_output_records	image_output_data_chars	error_output_records	file_sha256	source_sha256	code_sha256	datasets_mentioned	artifact_mentions_count	hardcoded_paths_count	pickle_load_count	pickle_dump_count	savefig_count	read_csv_count	read_excel_count	imports	defs	classes
Quick_Dirty_MPNN_ML_V2_VGRAPHS_V1.ipynb	True		809800	2022-10-12T03:03:58	42	42	0	0	28	44	44	9	629741	0	12eb1dac8fb3e1f05aae4545f54feba8ae602a61bbce8950052e40111fcb319f	9581d84199d851a18f03bf18135bb3943a829b984bb8217c9c9d98380498aabf	9581d84199d851a18f03bf18135bb3943a829b984bb8217c9c9d98380498aabf	S_2648,S_669,S_921,Ssym	8	5	6	2	1	0	0	from Bio.PDB import * | from Bio.PDB.Polypeptide import * | from google.colab import drive | from scipy.special import kl_div | from scipy.special import softmax | from scipy.stats import entropy | from scipy.stats import pearsonr | from sklearn.decomposition import KernelPCA | from sklearn.decomposition import PCA | from sklearn.ensemble import GradientBoostingRegressor | from sklearn.ensemble import RandomForestRegressor, AdaBoostRegressor | from sklearn.linear_model import Lasso | from sklearn.linear_model import LinearRegression | from sklearn.linear_model import Ridge | from sklearn.preprocessing import Normalizer | from sklearn.preprocessing import StandardScaler | from sklearn.svm import SVR | from sklearn.tree import DecisionTreeRegressor | from tqdm.notebook import tqdm | import math | import matplotlib.pyplot | import numpy | import os | import pandas | import pickle | import random | import seaborn | import sys	dict_mean	
S669_ProteinMPNNTesting_V3.ipynb	True		139094	2022-08-09T07:48:43	29	29	0	24	12	13	13	2	50558	0	4598dd1b51e5bcf0b7d8b6c18b097509f20e8216c4809517ffa02bd9bb560eb1	f45a4a12bf57518c93d5f9a9e77fc7b06e2c5426024bf920f1eb5193b55210c4	f45a4a12bf57518c93d5f9a9e77fc7b06e2c5426024bf920f1eb5193b55210c4	PremPS,S_2648,S_669,Ssym,s669	3	8	1	1	0	1	0	from Bio.PDB import * | from Bio.PDB.Polypeptide import * | from google.colab import drive | from protein_mpnn_utils import StructureDataset, StructureDatasetPDB, ProteinMPNN | from protein_mpnn_utils import loss_nll, loss_smoothed, gather_edges, gather_nodes, gather_nodes_t, cat_neighbors_nodes, _scores, _S_to_seq, tied_featurize | from scipy.stats import entropy | from scipy.stats import pearsonr | from string import ascii_uppercase | from torch import optim | from torch.utils.data import DataLoader | from torch.utils.data.dataset import random_split, Subset | from tqdm.notebook import tqdm | import copy | import matplotlib.pyplot | import numpy | import os | import pandas | import random | import re | import seaborn | import shutil | import sys | import torch | import torch.nn | import torch.nn.functional | import warnings	AA_to_N,N_to_AA,convertChainFromAlphabetToNumber,parse_PDB,parse_PDB_biounits,returnPSSMArray,returnPSSMMapping	
S669_ProteinMPNNTesting_V6.ipynb	True		371049	2022-08-18T00:27:05	28	28	0	0	11	12	12	2	190474	0	1ed071c2aff5a134a5a8e0b40883025b496cfb85b25a0a231330e3a4bcddb084	2e882993ca915abd789b754f203066ec77d3bb986bcdae270ecfcc37e9ef723b	2e882993ca915abd789b754f203066ec77d3bb986bcdae270ecfcc37e9ef723b	PremPS,S_2648,S_669,Ssym,s669	3	7	1	1	0	1	0	from Bio.PDB import * | from Bio.PDB.Polypeptide import * | from __future__ import print_function | from google.colab import drive | from protein_mpnn_utils import StructureDataset, StructureDatasetPDB, ProteinMPNN | from protein_mpnn_utils import loss_nll, loss_smoothed, gather_edges, gather_nodes, gather_nodes_t, cat_neighbors_nodes, _scores, _S_to_seq, tied_featurize | from scipy.special import expit | from scipy.special import kl_div | from scipy.special import softmax | from scipy.stats import entropy | from scipy.stats import pearsonr | from string import ascii_uppercase | from torch import optim | from torch.utils.data import DataLoader | from torch.utils.data.dataset import random_split, Subset | from tqdm.notebook import tqdm | import copy | import itertools | import json | import matplotlib.pyplot | import numpy | import os | import pandas | import random | import re | import seaborn | import shutil | import sys | import torch | import torch.nn | import torch.nn.functional | import warnings	AA_to_N,N_to_AA,_S_to_seq,__getitem__,__init__,__iter__,__len__,_dist,_get_rbf,_rbf,_scores,cat_neighbors_nodes,conditional_probs,convertChainFromAlphabetToNumber,distance_func_local,forward,gather_edges,gather_nodes,gather_nodes_t,loss_nll,loss_smoothed,parse_PDB,parse_PDB_biounits,returnPSSMArray,returnPSSMMapping,return_neighbor_info,sample,tied_featurize,tied_sample,unconditional_probs	DecLayer,EncLayer,PositionWiseFeedForward,PositionalEncodings,ProteinFeatures,ProteinMPNN,StructureDataset,StructureDatasetPDB,StructureLoader
S669_ProteinMPNNTesting_V6_V2.ipynb	True		254098	2022-08-25T01:11:37	27	27	0	23	9	10	10	1	77673	0	958344505b13c6ec7a851a996308aa082c55fcd0eb1a88d29355bbb151c61607	14ca790eb37cbb8e51518d4c7b1a1c96e21e1e452e6bf2254a99d592e82af414	14ca790eb37cbb8e51518d4c7b1a1c96e21e1e452e6bf2254a99d592e82af414	PremPS,S_2648,S_669,Ssym,s669	3	7	1	1	0	1	0	from Bio.PDB import * | from Bio.PDB.Polypeptide import * | from __future__ import print_function | from google.colab import drive | from scipy.special import expit | from scipy.special import kl_div | from scipy.special import softmax | from scipy.stats import entropy | from scipy.stats import pearsonr | from string import ascii_uppercase | from torch import optim | from torch.utils.data import DataLoader | from torch.utils.data.dataset import random_split, Subset | from tqdm.notebook import tqdm | import copy | import itertools | import json | import matplotlib.pyplot | import numpy | import os | import pandas | import random | import re | import seaborn | import shutil | import sys | import time | import torch | import torch.nn | import torch.nn.functional | import warnings	AA_to_N,N_to_AA,_S_to_seq,__getitem__,__init__,__iter__,__len__,_dist,_get_rbf,_rbf,_scores,cat_neighbors_nodes,conditional_probs,convertChainFromAlphabetToNumber,distance_func_local,forward,gather_edges,gather_nodes,gather_nodes_t,loss_nll,loss_smoothed,parse_PDB,parse_PDB_biounits,returnPSSMArray,returnPSSMMapping,return_neighbor_info,sample,tied_featurize,tied_sample,unconditional_probs	DecLayer,EncLayer,PositionWiseFeedForward,PositionalEncodings,ProteinFeatures,ProteinMPNN,StructureDataset,StructureDatasetPDB,StructureLoader
Ssym_ProteinMPNNTesting_V3.ipynb	True		140950	2022-08-09T07:53:08	29	29	0	24	12	13	13	2	52446	0	66eca7dfb3a22758a713aeb9fa69e7dab50d5d666a4e006d73057171226c54ce	d2a7386705e06d4f390e7e1c62cde7ce2cdd01192b36e752cb086175de326199	d2a7386705e06d4f390e7e1c62cde7ce2cdd01192b36e752cb086175de326199	PremPS,S_2648,Ssym	3	7	1	1	0	1	0	from Bio.PDB import * | from Bio.PDB.Polypeptide import * | from google.colab import drive | from protein_mpnn_utils import StructureDataset, StructureDatasetPDB, ProteinMPNN | from protein_mpnn_utils import loss_nll, loss_smoothed, gather_edges, gather_nodes, gather_nodes_t, cat_neighbors_nodes, _scores, _S_to_seq, tied_featurize | from scipy.stats import entropy | from scipy.stats import pearsonr | from string import ascii_uppercase | from torch import optim | from torch.utils.data import DataLoader | from torch.utils.data.dataset import random_split, Subset | from tqdm.notebook import tqdm | import copy | import matplotlib.pyplot | import numpy | import os | import pandas | import random | import re | import seaborn | import shutil | import sys | import torch | import torch.nn | import torch.nn.functional | import warnings	AA_to_N,N_to_AA,convertChainFromAlphabetToNumber,parse_PDB,parse_PDB_biounits,returnPSSMArray,returnPSSMMapping	
Ssym_ProteinMPNNTesting_V6.ipynb	True		374364	2022-08-16T10:10:19	29	29	0	25	10	11	11	2	192538	0	de16165943d71e63257998185489d248cbe8862384d055e057f798f29a0fbcd4	6b9f2bec2d084a8a897ac4959b2427a7e5669474006cd39524b1e5b47f52791b	6b9f2bec2d084a8a897ac4959b2427a7e5669474006cd39524b1e5b47f52791b	PremPS,S_2648,Ssym	4	6	1	2	0	1	0	from Bio.PDB import * | from Bio.PDB.Polypeptide import * | from __future__ import print_function | from google.colab import drive | from protein_mpnn_utils import StructureDataset, StructureDatasetPDB, ProteinMPNN | from protein_mpnn_utils import loss_nll, loss_smoothed, gather_edges, gather_nodes, gather_nodes_t, cat_neighbors_nodes, _scores, _S_to_seq, tied_featurize | from scipy.special import expit | from scipy.special import kl_div | from scipy.special import softmax | from scipy.stats import entropy | from scipy.stats import pearsonr | from string import ascii_uppercase | from torch import optim | from torch.utils.data import DataLoader | from torch.utils.data.dataset import random_split, Subset | from tqdm.notebook import tqdm | import copy | import itertools | import json | import matplotlib.pyplot | import numpy | import os | import pandas | import random | import re | import seaborn | import shutil | import sys | import torch | import torch.nn | import torch.nn.functional | import warnings	AA_to_N,N_to_AA,_S_to_seq,__getitem__,__init__,__iter__,__len__,_dist,_get_rbf,_rbf,_scores,cat_neighbors_nodes,conditional_probs,convertChainFromAlphabetToNumber,distance_func_local,forward,gather_edges,gather_nodes,gather_nodes_t,loss_nll,loss_smoothed,parse_PDB,parse_PDB_biounits,returnPSSMArray,returnPSSMMapping,return_neighbor_info,sample,tied_featurize,tied_sample,unconditional_probs	DecLayer,EncLayer,PositionWiseFeedForward,PositionalEncodings,ProteinFeatures,ProteinMPNN,StructureDataset,StructureDatasetPDB,StructureLoader
Ssym_ProteinMPNNTesting_V6_V2.ipynb	True		277749	2022-08-25T04:17:49	27	27	0	24	10	12	12	1	77693	0	e2999682c1f98b926ce6e93680c1c9850ce6f43fdb9176bc9fdf82c8c4186ead	f4dfa565eed04f76921b94d9f7a3ab84f5f408383e5a7ee7623aefc56b2c7cdd	f4dfa565eed04f76921b94d9f7a3ab84f5f408383e5a7ee7623aefc56b2c7cdd	PremPS,S_2648,Ssym	3	6	1	1	0	1	0	from Bio.PDB import * | from Bio.PDB.Polypeptide import * | from __future__ import print_function | from google.colab import drive | from scipy.special import expit | from scipy.special import kl_div | from scipy.special import softmax | from scipy.stats import entropy | from scipy.stats import pearsonr | from string import ascii_uppercase | from torch import optim | from torch.utils.data import DataLoader | from torch.utils.data.dataset import random_split, Subset | from tqdm.notebook import tqdm | import copy | import itertools | import json | import matplotlib.pyplot | import numpy | import os | import pandas | import random | import re | import seaborn | import shutil | import sys | import time | import torch | import torch.nn | import torch.nn.functional | import warnings	AA_to_N,N_to_AA,_S_to_seq,__getitem__,__init__,__iter__,__len__,_dist,_get_rbf,_rbf,_scores,cat_neighbors_nodes,conditional_probs,convertChainFromAlphabetToNumber,distance_func_local,forward,gather_edges,gather_nodes,gather_nodes_t,loss_nll,loss_smoothed,parse_PDB,parse_PDB_biounits,returnPSSMArray,returnPSSMMapping,return_neighbor_info,sample,tied_featurize,tied_sample,unconditional_probs	DecLayer,EncLayer,PositionWiseFeedForward,PositionalEncodings,ProteinFeatures,ProteinMPNN,StructureDataset,StructureDatasetPDB,StructureLoader
Untitled	True		306	2022-07-08T21:52:02	1	1	0	1	0	0	0	0	0	0	3f2676a37003be3780af9932ce463bd2f8d423f1ba65a4e84257f3949777d5d5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855		0	0	0	0	0	0	0			
Untitled0.ipynb	True		351	2022-08-13T05:55:19	1	1	0	0	0	0	0	0	0	0	e9b9652e36d757d9ef9f5b79f5b049e6bb8b8f4a76b9b86ff7bef0318d0cd470	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855		0	0	0	0	0	0	0			
Untitled1.ipynb	True		3946	2022-10-29T02:20:27	7	7	0	7	4	4	4	0	0	0	54b7e86980591a36007b8254f40ba4ac11b25bb9956e255f8310f11aadee237c	c38c7ae3d0b29b425c74110c64eee333b512e2bfab9104dcf5139934dc17edc3	c38c7ae3d0b29b425c74110c64eee333b512e2bfab9104dcf5139934dc17edc3		0	0	0	0	0	0	0	import numpy	__contains__,__getitem__,__init__	Person
proteinmpnn_quickdemo.ipynb	True		397580	2022-08-04T06:37:54	9	7	2	0	5	5	5	0	0	0	15bf974c632083a1320e2f66a7c5011dc88b4079a91b0175acba5b7d6c1e3afb	bad9ad19322429b6f921bfbcaa994ab8511b621d1cf2009ccf82d5cd0a807881	87fe1416835a43528d13ff9986f803f53030db306ccda8d154d7ac45f4e6102b		4	2	0	0	0	0	0	from google.colab import files | from protein_mpnn_utils import StructureDataset, StructureDatasetPDB, ProteinMPNN | from protein_mpnn_utils import loss_nll, loss_smoothed, gather_edges, gather_nodes, gather_nodes_t, cat_neighbors_nodes, _scores, _S_to_seq, tied_featurize, parse_PDB | from torch import optim | from torch.utils.data import DataLoader | from torch.utils.data.dataset import random_split, Subset | import copy | import json | import matplotlib.pyplot | import numpy | import os.path | import plotly.express | import random | import re | import shutil | import torch | import torch.nn | import torch.nn.functional | import warnings	get_pdb,make_tied_positions_for_homomers	
test_esm_shit.ipynb	True		324	2022-11-03T06:11:17	1	1	0	0	0	0	0	0	0	0	024cc18c17329f15d94c4945f53ac4f21eef2ce55c477a05b9ad989d4e1c51ab	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855		0	0	0	0	0	0	0			
