pickle_file	run_index	metric_key	dataset	split	metric	metric_kind	feature_combo	value
list_incremental_feature_result_dict.pickle	0	S_669_total_RMSE	S_669	total	RMSE	feature_combo_dict	A+B	1.6247781095132974
list_incremental_feature_result_dict.pickle	0	S_669_total_RMSE	S_669	total	RMSE	feature_combo_dict	A+B+C	1.550238274589084
list_incremental_feature_result_dict.pickle	0	S_669_total_RMSE	S_669	total	RMSE	feature_combo_dict	A+B+C+D	1.518846614815144
list_incremental_feature_result_dict.pickle	0	S_669_total_RMSE	S_669	total	RMSE	feature_combo_dict	A+B+C+D+E	1.461997658650656
list_incremental_feature_result_dict.pickle	0	S_669_total_RMSE	S_669	total	RMSE	feature_combo_dict	A+B+C+D+E+F	1.452453514818448
list_incremental_feature_result_dict.pickle	0	S_669_total_RMSE	S_669	total	RMSE	feature_combo_dict	A+B+C+D+E+F+G	1.4520049269313502
list_incremental_feature_result_dict.pickle	0	S_669_total_RMSE	S_669	total	RMSE	feature_combo_dict	A+B+C+D+E+F+G+H	1.4562072991895256
list_incremental_feature_result_dict.pickle	0	S_669_direct_RMSE	S_669	direct	RMSE	feature_combo_dict	A	1.7206494001887498
list_incremental_feature_result_dict.pickle	0	S_669_direct_RMSE	S_669	direct	RMSE	feature_combo_dict	A+B	1.6275133449955357
list_incremental_feature_result_dict.pickle	0	S_669_direct_RMSE	S_669	direct	RMSE	feature_combo_dict	A+B+C	1.5468268434107046
list_incremental_feature_result_dict.pickle	0	S_669_direct_RMSE	S_669	direct	RMSE	feature_combo_dict	A+B+C+D	1.5179354942824506
list_incremental_feature_result_dict.pickle	0	S_669_direct_RMSE	S_669	direct	RMSE	feature_combo_dict	A+B+C+D+E	1.4595677552824289
list_incremental_feature_result_dict.pickle	0	S_669_direct_RMSE	S_669	direct	RMSE	feature_combo_dict	A+B+C+D+E+F	1.4548178496014965
list_incremental_feature_result_dict.pickle	0	S_669_direct_RMSE	S_669	direct	RMSE	feature_combo_dict	A+B+C+D+E+F+G	1.4539955424681472
list_incremental_feature_result_dict.pickle	0	S_669_direct_RMSE	S_669	direct	RMSE	feature_combo_dict	A+B+C+D+E+F+G+H	1.4554068666763436
list_incremental_feature_result_dict.pickle	0	S_669_reverse_RMSE	S_669	reverse	RMSE	feature_combo_dict	A	1.7206191891812324
list_incremental_feature_result_dict.pickle	0	S_669_reverse_RMSE	S_669	reverse	RMSE	feature_combo_dict	A+B	1.6220382616229039
list_incremental_feature_result_dict.pickle	0	S_669_reverse_RMSE	S_669	reverse	RMSE	feature_combo_dict	A+B+C	1.553642215088775
list_incremental_feature_result_dict.pickle	0	S_669_reverse_RMSE	S_669	reverse	RMSE	feature_combo_dict	A+B+C+D	1.5197571891155304
list_incremental_feature_result_dict.pickle	0	S_669_reverse_RMSE	S_669	reverse	RMSE	feature_combo_dict	A+B+C+D+E	1.4644235301099926
list_incremental_feature_result_dict.pickle	0	S_669_reverse_RMSE	S_669	reverse	RMSE	feature_combo_dict	A+B+C+D+E+F	1.4500853250404977
list_incremental_feature_result_dict.pickle	0	S_669_reverse_RMSE	S_669	reverse	RMSE	feature_combo_dict	A+B+C+D+E+F+G	1.4500115786256984
list_incremental_feature_result_dict.pickle	0	S_669_reverse_RMSE	S_669	reverse	RMSE	feature_combo_dict	A+B+C+D+E+F+G+H	1.4570072919711328
list_incremental_feature_result_dict.pickle	0	Ssym_total_PCC	Ssym	total	PCC	feature_combo_dict	A	0.6415055442290288
list_incremental_feature_result_dict.pickle	0	Ssym_total_PCC	Ssym	total	PCC	feature_combo_dict	A+B	0.7003004617708777
list_incremental_feature_result_dict.pickle	0	Ssym_total_PCC	Ssym	total	PCC	feature_combo_dict	A+B+C	0.7153800330632339
list_incremental_feature_result_dict.pickle	0	Ssym_total_PCC	Ssym	total	PCC	feature_combo_dict	A+B+C+D	0.7436144826933694
list_incremental_feature_result_dict.pickle	0	Ssym_total_PCC	Ssym	total	PCC	feature_combo_dict	A+B+C+D+E	0.7873847156799367
list_incremental_feature_result_dict.pickle	0	Ssym_total_PCC	Ssym	total	PCC	feature_combo_dict	A+B+C+D+E+F	0.8027802573147849
list_incremental_feature_result_dict.pickle	0	Ssym_total_PCC	Ssym	total	PCC	feature_combo_dict	A+B+C+D+E+F+G	0.8105749633328775
list_incremental_feature_result_dict.pickle	0	Ssym_total_PCC	Ssym	total	PCC	feature_combo_dict	A+B+C+D+E+F+G+H	0.8141012531072463
list_incremental_feature_result_dict.pickle	0	Ssym_direct_PCC	Ssym	direct	PCC	feature_combo_dict	A	0.4415850048134407
list_incremental_feature_result_dict.pickle	0	Ssym_direct_PCC	Ssym	direct	PCC	feature_combo_dict	A+B	0.524662835069593
list_incremental_feature_result_dict.pickle	0	Ssym_direct_PCC	Ssym	direct	PCC	feature_combo_dict	A+B+C	0.5484911057358617
list_incremental_feature_result_dict.pickle	0	Ssym_direct_PCC	Ssym	direct	PCC	feature_combo_dict	A+B+C+D	0.6017131648645008
list_incremental_feature_result_dict.pickle	0	Ssym_direct_PCC	Ssym	direct	PCC	feature_combo_dict	A+B+C+D+E	0.678151477812904
list_incremental_feature_result_dict.pickle	0	Ssym_direct_PCC	Ssym	direct	PCC	feature_combo_dict	A+B+C+D+E+F	0.7014959849387122
list_incremental_feature_result_dict.pickle	0	Ssym_direct_PCC	Ssym	direct	PCC	feature_combo_dict	A+B+C+D+E+F+G	0.7154105997015907
list_incremental_feature_result_dict.pickle	0	Ssym_direct_PCC	Ssym	direct	PCC	feature_combo_dict	A+B+C+D+E+F+G+H	0.7241295047597375
list_incremental_feature_result_dict.pickle	0	Ssym_reverse_PCC	Ssym	reverse	PCC	feature_combo_dict	A	0.4439186878542234
list_incremental_feature_result_dict.pickle	0	Ssym_reverse_PCC	Ssym	reverse	PCC	feature_combo_dict	A+B	0.5260287961512053
list_incremental_feature_result_dict.pickle	0	Ssym_reverse_PCC	Ssym	reverse	PCC	feature_combo_dict	A+B+C	0.5496532197963154
list_incremental_feature_result_dict.pickle	0	Ssym_reverse_PCC	Ssym	reverse	PCC	feature_combo_dict	A+B+C+D	0.6011442571837529
list_incremental_feature_result_dict.pickle	0	Ssym_reverse_PCC	Ssym	reverse	PCC	feature_combo_dict	A+B+C+D+E	0.6799343924652244
list_incremental_feature_result_dict.pickle	0	Ssym_reverse_PCC	Ssym	reverse	PCC	feature_combo_dict	A+B+C+D+E+F	0.7068813807666148
list_incremental_feature_result_dict.pickle	0	Ssym_reverse_PCC	Ssym	reverse	PCC	feature_combo_dict	A+B+C+D+E+F+G	0.7208421030315822
