pickle_file	metric_key	dataset	split	metric	metric_kind	feature_combo	n	mean	sample_std	population_std	min	max	round_mean_2
incremental_feature_result_dict.pickle	S_921_reverse_RMSE	S_921	reverse	RMSE	feature_combo_dict	A+B+C+D+E+F+G+H	1	1.4899135863265007	0.0	0.0	1.4899135863265007	1.4899135863265007	1.49
incremental_feature_result_dict.pickle	S_921_total_PCC	S_921	total	PCC	feature_combo_dict	A	1	0.6481722484763596	0.0	0.0	0.6481722484763596	0.6481722484763596	0.65
incremental_feature_result_dict.pickle	S_921_total_PCC	S_921	total	PCC	feature_combo_dict	A+B	1	0.7003646438269144	0.0	0.0	0.7003646438269144	0.7003646438269144	0.7
incremental_feature_result_dict.pickle	S_921_total_PCC	S_921	total	PCC	feature_combo_dict	A+B+C	1	0.6965881155678112	0.0	0.0	0.6965881155678112	0.6965881155678112	0.7
incremental_feature_result_dict.pickle	S_921_total_PCC	S_921	total	PCC	feature_combo_dict	A+B+C+D	1	0.731059263032713	0.0	0.0	0.731059263032713	0.731059263032713	0.73
incremental_feature_result_dict.pickle	S_921_total_PCC	S_921	total	PCC	feature_combo_dict	A+B+C+D+E	1	0.7592712621767395	0.0	0.0	0.7592712621767395	0.7592712621767395	0.76
incremental_feature_result_dict.pickle	S_921_total_PCC	S_921	total	PCC	feature_combo_dict	A+B+C+D+E+F	1	0.7875109624434952	0.0	0.0	0.7875109624434952	0.7875109624434952	0.79
incremental_feature_result_dict.pickle	S_921_total_PCC	S_921	total	PCC	feature_combo_dict	A+B+C+D+E+F+G	1	0.7906439450305589	0.0	0.0	0.7906439450305589	0.7906439450305589	0.79
incremental_feature_result_dict.pickle	S_921_total_PCC	S_921	total	PCC	feature_combo_dict	A+B+C+D+E+F+G+H	1	0.7955884654656123	0.0	0.0	0.7955884654656123	0.7955884654656123	0.8
incremental_feature_result_dict.pickle	S_921_total_RMSE	S_921	total	RMSE	feature_combo_dict	A	1	1.774290749898485	0.0	0.0	1.774290749898485	1.774290749898485	1.77
incremental_feature_result_dict.pickle	S_921_total_RMSE	S_921	total	RMSE	feature_combo_dict	A+B	1	1.6778108105478053	0.0	0.0	1.6778108105478053	1.6778108105478053	1.68
incremental_feature_result_dict.pickle	S_921_total_RMSE	S_921	total	RMSE	feature_combo_dict	A+B+C	1	1.6941311675881363	0.0	0.0	1.6941311675881363	1.6941311675881363	1.69
incremental_feature_result_dict.pickle	S_921_total_RMSE	S_921	total	RMSE	feature_combo_dict	A+B+C+D	1	1.6180075794375828	0.0	0.0	1.6180075794375828	1.6180075794375828	1.62
incremental_feature_result_dict.pickle	S_921_total_RMSE	S_921	total	RMSE	feature_combo_dict	A+B+C+D+E	1	1.5618249466256027	0.0	0.0	1.5618249466256027	1.5618249466256027	1.56
incremental_feature_result_dict.pickle	S_921_total_RMSE	S_921	total	RMSE	feature_combo_dict	A+B+C+D+E+F	1	1.5069981605562213	0.0	0.0	1.5069981605562213	1.5069981605562213	1.51
incremental_feature_result_dict.pickle	S_921_total_RMSE	S_921	total	RMSE	feature_combo_dict	A+B+C+D+E+F+G	1	1.4990085661109094	0.0	0.0	1.4990085661109094	1.4990085661109094	1.5
incremental_feature_result_dict.pickle	S_921_total_RMSE	S_921	total	RMSE	feature_combo_dict	A+B+C+D+E+F+G+H	1	1.4900193946213312	0.0	0.0	1.4900193946213312	1.4900193946213312	1.49
incremental_feature_result_dict.pickle	Ssym_direct_PCC	Ssym	direct	PCC	feature_combo_dict	A	1	0.44021810031320424	0.0	0.0	0.44021810031320424	0.44021810031320424	0.44
incremental_feature_result_dict.pickle	Ssym_direct_PCC	Ssym	direct	PCC	feature_combo_dict	A+B	1	0.5244465275297677	0.0	0.0	0.5244465275297677	0.5244465275297677	0.52
